city,year,month,date,price
乌鲁木齐,2021,7,2021-07,9260
乌鲁木齐,2021,8,2021-08,8975
乌鲁木齐,2021,9,2021-09,8977
乌鲁木齐,2021,10,2021-10,8883
乌鲁木齐,2021,11,2021-11,8798
乌鲁木齐,2021,12,2021-12,8799
乌鲁木齐,2022,1,2022-01,8795
乌鲁木齐,2022,2,2022-02,8792
乌鲁木齐,2022,3,2022-03,8856
乌鲁木齐,2022,4,2022-04,8847
乌鲁木齐,2022,5,2022-05,8839
乌鲁木齐,2022,6,2022-06,8910
乌鲁木齐,2022,7,2022-07,8874
乌鲁木齐,2022,8,2022-08,8822
乌鲁木齐,2022,9,2022-09,8817
乌鲁木齐,2022,10,2022-10,8812
乌鲁木齐,2022,11,2022-11,8806
乌鲁木齐,2022,12,2022-12,8810
乌鲁木齐,2023,1,2023-01,8851
乌鲁木齐,2023,2,2023-02,8856
乌鲁木齐,2023,3,2023-03,8792
乌鲁木齐,2023,4,2023-04,8799
乌鲁木齐,2023,5,2023-05,8814
乌鲁木齐,2023,6,2023-06,8804
乌鲁木齐,2023,7,2023-07,8734
乌鲁木齐,2023,8,2023-08,8704
乌鲁木齐,2023,9,2023-09,8697
乌鲁木齐,2023,10,2023-10,8702
乌鲁木齐,2023,11,2023-11,8732
乌鲁木齐,2023,12,2023-12,8741
乌鲁木齐,2024,1,2024-01,8729
乌鲁木齐,2024,2,2024-02,8729
乌鲁木齐,2024,3,2024-03,8693
乌鲁木齐,2024,4,2024-04,8689
乌鲁木齐,2024,5,2024-05,8675
乌鲁木齐,2024,6,2024-06,8674
乌鲁木齐,2024,7,2024-07,8639
乌鲁木齐,2024,8,2024-08,8629
乌鲁木齐,2024,9,2024-09,8626
乌鲁木齐,2024,10,2024-10,8626
乌鲁木齐,2024,11,2024-11,8623
乌鲁木齐,2024,12,2024-12,8608
乌鲁木齐,2025,1,2025-01,8582
乌鲁木齐,2025,2,2025-02,8551
乌鲁木齐,2025,3,2025-03,8492
乌鲁木齐,2025,4,2025-04,8491
乌鲁木齐,2025,5,2025-05,8468
乌鲁木齐,2025,6,2025-06,8482
乌鲁木齐,2025,7,2025-07,8482
乌鲁木齐,2025,8,2025-08,8453
乌鲁木齐,2025,9,2025-09,8400
乌鲁木齐,2025,10,2025-10,8327
乌鲁木齐,2025,11,2025-11,8305
乌鲁木齐,2025,12,2025-12,8305
广州,2017,1,2017-01,21511
广州,2017,2,2017-02,21631
广州,2017,3,2017-03,23116
广州,2017,4,2017-04,24187
广州,2017,5,2017-05,24824
广州,2017,6,2017-06,29810
广州,2017,7,2017-07,29525
广州,2017,8,2017-08,30121
广州,2017,9,2017-09,30525
广州,2017,10,2017-10,30352
广州,2017,11,2017-11,30745
广州,2017,12,2017-12,30298
广州,2018,1,2018-01,30470
广州,2018,2,2018-02,30894
广州,2018,3,2018-03,31965
广州,2018,4,2018-04,31655
广州,2018,5,2018-05,32263
广州,2018,6,2018-06,31055
广州,2018,7,2018-07,30857
广州,2018,8,2018-08,32208
广州,2018,9,2018-09,31945
广州,2018,10,2018-10,30337
广州,2018,11,2018-11,29937
广州,2018,12,2018-12,29953
广州,2019,1,2019-01,29442
广州,2019,2,2019-02,29274
广州,2019,3,2019-03,29129
广州,2019,4,2019-04,29607
广州,2019,5,2019-05,29980
广州,2019,6,2019-06,30105
广州,2019,7,2019-07,30856
广州,2019,8,2019-08,29661
广州,2019,9,2019-09,29915
广州,2019,10,2019-10,30978
广州,2019,11,2019-11,31130
广州,2019,12,2019-12,31578
广州,2020,1,2020-01,32031
广州,2020,2,2020-02,32350
广州,2020,3,2020-03,32051
广州,2020,4,2020-04,31614
广州,2020,5,2020-05,32035
广州,2020,6,2020-06,31797
广州,2020,7,2020-07,32188
广州,2020,8,2020-08,32019
广州,2020,9,2020-09,31663
广州,2020,10,2020-10,31488
广州,2020,11,2020-11,31360
广州,2020,12,2020-12,31790
广州,2021,1,2021-01,31337
广州,2021,2,2021-02,31453
广州,2021,3,2021-03,31602
广州,2021,4,2021-04,31458
广州,2021,5,2021-05,31227
广州,2021,6,2021-06,31071
广州,2021,7,2021-07,33261
广州,2021,8,2021-08,34505
广州,2021,9,2021-09,33670
广州,2021,10,2021-10,33323
广州,2021,11,2021-11,33296
广州,2021,12,2021-12,33376
广州,2022,1,2022-01,33222
广州,2022,2,2022-02,33334
广州,2022,3,2022-03,33372
广州,2022,4,2022-04,32972
广州,2022,5,2022-05,32863
广州,2022,6,2022-06,33099
广州,2022,7,2022-07,34014
广州,2022,8,2022-08,34538
广州,2022,9,2022-09,34171
广州,2022,10,2022-10,34013
广州,2022,11,2022-11,34278
广州,2022,12,2022-12,34567
广州,2023,1,2023-01,34612
广州,2023,2,2023-02,34847
广州,2023,3,2023-03,34874
广州,2023,4,2023-04,35065
广州,2023,5,2023-05,35319
广州,2023,6,2023-06,35215
广州,2023,7,2023-07,35653
广州,2023,8,2023-08,35430
广州,2023,9,2023-09,35909
广州,2023,10,2023-10,36347
广州,2023,11,2023-11,36359
广州,2023,12,2023-12,36610
广州,2024,1,2024-01,36472
广州,2024,2,2024-02,36185
广州,2024,3,2024-03,35993
广州,2024,4,2024-04,35953
广州,2024,5,2024-05,36107
广州,2024,6,2024-06,35910
广州,2024,7,2024-07,35919
广州,2024,8,2024-08,35846
广州,2024,9,2024-09,35909
广州,2024,10,2024-10,35942
广州,2024,11,2024-11,35946
广州,2024,12,2024-12,36007
广州,2025,1,2025-01,35600
广州,2025,2,2025-02,35900
广州,2025,3,2025-03,35722
广州,2025,4,2025-04,35710
广州,2025,5,2025-05,35554
广州,2025,6,2025-06,35554
广州,2025,7,2025-07,35554
广州,2025,8,2025-08,36950
广州,2025,9,2025-09,36769
广州,2025,10,2025-10,36704
广州,2025,11,2025-11,36704
广州,2025,12,2025-12,36720
郑州,2017,1,2017-01,10884
郑州,2017,2,2017-02,11080
郑州,2017,3,2017-03,11254
郑州,2017,4,2017-04,11349
郑州,2017,5,2017-05,11358
郑州,2017,6,2017-06,13292
郑州,2017,7,2017-07,13203
郑州,2017,8,2017-08,13136
郑州,2017,9,2017-09,13465
郑州,2017,10,2017-10,13369
郑州,2017,11,2017-11,13086
郑州,2017,12,2017-12,12931
郑州,2018,1,2018-01,12912
郑州,2018,2,2018-02,12919
郑州,2018,3,2018-03,13139
郑州,2018,4,2018-04,13377
郑州,2018,5,2018-05,13728
郑州,2018,6,2018-06,13787
郑州,2018,7,2018-07,13719
郑州,2018,8,2018-08,13704
郑州,2018,9,2018-09,13854
郑州,2018,10,2018-10,13799
郑州,2018,11,2018-11,13669
郑州,2018,12,2018-12,13845
郑州,2019,1,2019-01,13837
郑州,2019,2,2019-02,13864
郑州,2019,3,2019-03,13974
郑州,2019,4,2019-04,13845
郑州,2019,5,2019-05,13768
郑州,2019,6,2019-06,13989
郑州,2019,7,2019-07,13981
郑州,2019,8,2019-08,14138
郑州,2019,9,2019-09,13939
郑州,2019,10,2019-10,13901
郑州,2019,11,2019-11,13899
郑州,2019,12,2019-12,14014
郑州,2020,1,2020-01,14046
郑州,2020,2,2020-02,14026
郑州,2020,3,2020-03,13946
郑州,2020,4,2020-04,13888
郑州,2020,5,2020-05,13972
郑州,2020,6,2020-06,13782
郑州,2020,7,2020-07,13707
郑州,2020,8,2020-08,13890
郑州,2020,9,2020-09,13853
郑州,2020,10,2020-10,13818
郑州,2020,11,2020-11,12743
郑州,2020,12,2020-12,12866
郑州,2021,1,2021-01,12898
郑州,2021,2,2021-02,13155
郑州,2021,3,2021-03,13007
郑州,2021,4,2021-04,13156
郑州,2021,5,2021-05,12970
郑州,2021,6,2021-06,12508
郑州,2021,7,2021-07,12375
郑州,2021,8,2021-08,12922
郑州,2021,9,2021-09,12923
郑州,2021,10,2021-10,13236
郑州,2021,11,2021-11,13024
郑州,2021,12,2021-12,12965
郑州,2022,1,2022-01,12976
郑州,2022,2,2022-02,12812
郑州,2022,3,2022-03,12692
郑州,2022,4,2022-04,12620
郑州,2022,5,2022-05,12698
郑州,2022,6,2022-06,12609
郑州,2022,7,2022-07,12474
郑州,2022,8,2022-08,12496
郑州,2022,9,2022-09,12553
郑州,2022,10,2022-10,12485
郑州,2022,11,2022-11,12531
郑州,2022,12,2022-12,12181
郑州,2023,1,2023-01,12187
郑州,2023,2,2023-02,12242
郑州,2023,3,2023-03,12285
郑州,2023,4,2023-04,12411
郑州,2023,5,2023-05,12203
郑州,2023,6,2023-06,12058
郑州,2023,7,2023-07,12117
郑州,2023,8,2023-08,12160
郑州,2023,9,2023-09,12100
郑州,2023,10,2023-10,12070
郑州,2023,11,2023-11,12090
郑州,2023,12,2023-12,12130
郑州,2024,1,2024-01,12040
郑州,2024,2,2024-02,12072
郑州,2024,3,2024-03,12096
郑州,2024,4,2024-04,12210
郑州,2024,5,2024-05,12263
郑州,2024,6,2024-06,12299
郑州,2024,7,2024-07,12267
郑州,2024,8,2024-08,12144
郑州,2024,9,2024-09,12405
郑州,2024,10,2024-10,12505
郑州,2024,11,2024-11,12507
郑州,2024,12,2024-12,12558
郑州,2025,1,2025-01,12719
郑州,2025,2,2025-02,12758
郑州,2025,3,2025-03,13374
郑州,2025,4,2025-04,13345
郑州,2025,5,2025-05,13404
郑州,2025,6,2025-06,13404
郑州,2025,7,2025-07,13404
郑州,2025,8,2025-08,13340
郑州,2025,9,2025-09,13452
郑州,2025,10,2025-10,13523
郑州,2025,11,2025-11,13748
郑州,2025,12,2025-12,13748
武汉,2017,1,2017-01,11641
武汉,2017,2,2017-02,11843
武汉,2017,3,2017-03,11714
武汉,2017,4,2017-04,11910
武汉,2017,5,2017-05,12099
武汉,2017,6,2017-06,14642
武汉,2017,7,2017-07,14428
武汉,2017,8,2017-08,14499
武汉,2017,9,2017-09,14848
武汉,2017,10,2017-10,15077
武汉,2017,11,2017-11,14863
武汉,2017,12,2017-12,16167
武汉,2018,1,2018-01,16245
武汉,2018,2,2018-02,16251
武汉,2018,3,2018-03,17882
武汉,2018,4,2018-04,17390
武汉,2018,5,2018-05,18689
武汉,2018,6,2018-06,17478
武汉,2018,7,2018-07,17246
武汉,2018,8,2018-08,16069
武汉,2018,9,2018-09,16118
武汉,2018,10,2018-10,16403
武汉,2018,11,2018-11,15672
武汉,2018,12,2018-12,15634
武汉,2019,1,2019-01,15414
武汉,2019,2,2019-02,15375
武汉,2019,3,2019-03,15213
武汉,2019,4,2019-04,15099
武汉,2019,5,2019-05,15592
武汉,2019,6,2019-06,15194
武汉,2019,7,2019-07,15081
武汉,2019,8,2019-08,15072
武汉,2019,9,2019-09,15129
武汉,2019,10,2019-10,14724
武汉,2019,11,2019-11,15066
武汉,2019,12,2019-12,15290
武汉,2020,1,2020-01,15249
武汉,2020,2,2020-02,15261
武汉,2020,3,2020-03,15253
武汉,2020,4,2020-04,14960
武汉,2020,5,2020-05,14935
武汉,2020,6,2020-06,14960
武汉,2020,7,2020-07,14976
武汉,2020,8,2020-08,15126
武汉,2020,9,2020-09,15020
武汉,2020,10,2020-10,15035
武汉,2020,11,2020-11,15215
武汉,2020,12,2020-12,15426
武汉,2021,1,2021-01,15444
武汉,2021,2,2021-02,15494
武汉,2021,3,2021-03,15049
武汉,2021,4,2021-04,15249
武汉,2021,5,2021-05,15310
武汉,2021,6,2021-06,15200
武汉,2021,7,2021-07,15237
武汉,2021,8,2021-08,15146
武汉,2021,9,2021-09,15297
武汉,2021,10,2021-10,15287
武汉,2021,11,2021-11,15595
武汉,2021,12,2021-12,15917
武汉,2022,1,2022-01,15856
武汉,2022,2,2022-02,15830
武汉,2022,3,2022-03,15752
武汉,2022,4,2022-04,15672
武汉,2022,5,2022-05,15887
武汉,2022,6,2022-06,16183
武汉,2022,7,2022-07,16199
武汉,2022,8,2022-08,15974
武汉,2022,9,2022-09,15977
武汉,2022,10,2022-10,15962
武汉,2022,11,2022-11,15920
武汉,2022,12,2022-12,16028
武汉,2023,1,2023-01,15881
武汉,2023,2,2023-02,16044
武汉,2023,3,2023-03,16332
武汉,2023,4,2023-04,16333
武汉,2023,5,2023-05,16396
武汉,2023,6,2023-06,16207
武汉,2023,7,2023-07,16107
武汉,2023,8,2023-08,16123
武汉,2023,9,2023-09,16211
武汉,2023,10,2023-10,16406
武汉,2023,11,2023-11,16262
武汉,2023,12,2023-12,16265
武汉,2024,1,2024-01,16238
武汉,2024,2,2024-02,16057
武汉,2024,3,2024-03,15949
武汉,2024,4,2024-04,15751
武汉,2024,5,2024-05,15715
武汉,2024,6,2024-06,15639
武汉,2024,7,2024-07,15685
武汉,2024,8,2024-08,15736
武汉,2024,9,2024-09,15781
武汉,2024,10,2024-10,15701
武汉,2024,11,2024-11,15552
武汉,2024,12,2024-12,15582
武汉,2025,1,2025-01,15469
武汉,2025,2,2025-02,15330
武汉,2025,3,2025-03,15371
武汉,2025,4,2025-04,15301
武汉,2025,5,2025-05,15368
武汉,2025,6,2025-06,15339
武汉,2025,7,2025-07,15339
武汉,2025,8,2025-08,15386
武汉,2025,9,2025-09,15250
武汉,2025,10,2025-10,15328
武汉,2025,11,2025-11,15277
武汉,2025,12,2025-12,15415
南宁,2017,1,2017-01,8973
南宁,2017,2,2017-02,9008
南宁,2017,3,2017-03,9285
南宁,2017,4,2017-04,9677
南宁,2017,5,2017-05,10070
南宁,2017,6,2017-06,11561
南宁,2017,7,2017-07,11706
南宁,2017,8,2017-08,11753
南宁,2017,9,2017-09,11528
南宁,2017,10,2017-10,12073
南宁,2017,11,2017-11,12098
南宁,2017,12,2017-12,11674
南宁,2018,1,2018-01,10427
南宁,2018,2,2018-02,9884
南宁,2018,3,2018-03,10139
南宁,2018,4,2018-04,11262
南宁,2018,5,2018-05,11153
南宁,2018,6,2018-06,11250
南宁,2018,7,2018-07,11451
南宁,2018,8,2018-08,11505
南宁,2018,9,2018-09,11579
南宁,2018,10,2018-10,11770
南宁,2018,11,2018-11,11964
南宁,2018,12,2018-12,11948
南宁,2019,1,2019-01,12066
南宁,2019,2,2019-02,12079
南宁,2019,3,2019-03,12080
南宁,2019,4,2019-04,11939
南宁,2019,5,2019-05,11959
南宁,2019,6,2019-06,11969
南宁,2019,7,2019-07,12054
南宁,2019,8,2019-08,12231
南宁,2019,9,2019-09,12077
南宁,2019,10,2019-10,11960
南宁,2019,11,2019-11,11981
南宁,2019,12,2019-12,11881
南宁,2020,1,2020-01,11841
南宁,2020,2,2020-02,11662
南宁,2020,3,2020-03,11696
南宁,2020,4,2020-04,11617
南宁,2020,5,2020-05,11757
南宁,2020,6,2020-06,11670
南宁,2020,7,2020-07,11733
南宁,2020,8,2020-08,12267
南宁,2020,9,2020-09,12542
南宁,2020,10,2020-10,12446
南宁,2020,11,2020-11,12665
南宁,2020,12,2020-12,12789
南宁,2021,1,2021-01,12580
南宁,2021,2,2021-02,12763
南宁,2021,3,2021-03,12755
南宁,2021,4,2021-04,12582
南宁,2021,5,2021-05,12334
南宁,2021,6,2021-06,12403
南宁,2021,7,2021-07,12730
南宁,2021,8,2021-08,12806
南宁,2021,9,2021-09,12618
南宁,2021,10,2021-10,12517
南宁,2021,11,2021-11,12490
南宁,2021,12,2021-12,12461
南宁,2022,1,2022-01,12237
南宁,2022,2,2022-02,12152
南宁,2022,3,2022-03,12079
南宁,2022,4,2022-04,11950
南宁,2022,5,2022-05,11818
南宁,2022,6,2022-06,11518
南宁,2022,7,2022-07,11598
南宁,2022,8,2022-08,11697
南宁,2022,9,2022-09,11842
南宁,2022,10,2022-10,11801
南宁,2022,11,2022-11,11719
南宁,2022,12,2022-12,11656
南宁,2023,1,2023-01,11653
南宁,2023,2,2023-02,11658
南宁,2023,3,2023-03,11629
南宁,2023,4,2023-04,11579
南宁,2023,5,2023-05,11534
南宁,2023,6,2023-06,11565
南宁,2023,7,2023-07,11552
南宁,2023,8,2023-08,11667
南宁,2023,9,2023-09,11619
南宁,2023,10,2023-10,11595
南宁,2023,11,2023-11,11534
南宁,2023,12,2023-12,11505
南宁,2024,1,2024-01,11615
南宁,2024,2,2024-02,11618
南宁,2024,3,2024-03,11253
南宁,2024,4,2024-04,11244
南宁,2024,5,2024-05,11309
南宁,2024,6,2024-06,11201
南宁,2024,7,2024-07,11174
南宁,2024,8,2024-08,11185
南宁,2024,9,2024-09,11185
南宁,2024,10,2024-10,11171
南宁,2024,11,2024-11,11169
南宁,2024,12,2024-12,11189
南宁,2025,1,2025-01,11183
南宁,2025,2,2025-02,11183
南宁,2025,3,2025-03,11218
南宁,2025,4,2025-04,11218
南宁,2025,5,2025-05,11210
南宁,2025,6,2025-06,11290
南宁,2025,7,2025-07,11294
南宁,2025,8,2025-08,11294
南宁,2025,9,2025-09,11283
南宁,2025,10,2025-10,11325
南宁,2025,11,2025-11,11408
南宁,2025,12,2025-12,11408
成都,2017,1,2017-01,8801
成都,2017,2,2017-02,9124
成都,2017,3,2017-03,9668
成都,2017,4,2017-04,10110
成都,2017,5,2017-05,10550
成都,2017,6,2017-06,10519
成都,2017,7,2017-07,10408
成都,2017,8,2017-08,10763
成都,2017,9,2017-09,12550
成都,2017,10,2017-10,13171
成都,2017,11,2017-11,13186
成都,2017,12,2017-12,15721
成都,2018,1,2018-01,14345
成都,2018,2,2018-02,14621
成都,2018,3,2018-03,17176
成都,2018,4,2018-04,16163
成都,2018,5,2018-05,13634
成都,2018,6,2018-06,13405
成都,2018,7,2018-07,11491
成都,2018,8,2018-08,12434
成都,2018,9,2018-09,11405
成都,2018,10,2018-10,11252
成都,2018,11,2018-11,11190
成都,2018,12,2018-12,11129
成都,2019,1,2019-01,11373
成都,2019,2,2019-02,11694
成都,2019,3,2019-03,11678
成都,2019,4,2019-04,11141
成都,2019,5,2019-05,11511
成都,2019,6,2019-06,11301
成都,2019,7,2019-07,11049
成都,2019,8,2019-08,11219
成都,2019,9,2019-09,11823
成都,2019,10,2019-10,11993
成都,2019,11,2019-11,11903
成都,2019,12,2019-12,12049
成都,2020,1,2020-01,12032
成都,2020,2,2020-02,12333
成都,2020,3,2020-03,12088
成都,2020,4,2020-04,12039
成都,2020,5,2020-05,12292
成都,2020,6,2020-06,11868
成都,2020,7,2020-07,11884
成都,2020,8,2020-08,11789
成都,2020,9,2020-09,12408
成都,2020,10,2020-10,12806
成都,2020,11,2020-11,12710
成都,2020,12,2020-12,13112
成都,2021,1,2021-01,12799
成都,2021,2,2021-02,12677
成都,2021,3,2021-03,12613
成都,2021,4,2021-04,12763
成都,2021,5,2021-05,12632
成都,2021,6,2021-06,12764
成都,2021,7,2021-07,13521
成都,2021,8,2021-08,13337
成都,2021,9,2021-09,13844
成都,2021,10,2021-10,14313
成都,2021,11,2021-11,14367
成都,2021,12,2021-12,14429
成都,2022,1,2022-01,14316
成都,2022,2,2022-02,14242
成都,2022,3,2022-03,14670
成都,2022,4,2022-04,14542
成都,2022,5,2022-05,14534
成都,2022,6,2022-06,14712
成都,2022,7,2022-07,14623
成都,2022,8,2022-08,14695
成都,2022,9,2022-09,14693
成都,2022,10,2022-10,14788
成都,2022,11,2022-11,14883
成都,2022,12,2022-12,15375
成都,2023,1,2023-01,15521
成都,2023,2,2023-02,15773
成都,2023,3,2023-03,16083
成都,2023,4,2023-04,16367
成都,2023,5,2023-05,16224
成都,2023,6,2023-06,16600
成都,2023,7,2023-07,16648
成都,2023,8,2023-08,16629
成都,2023,9,2023-09,16791
成都,2023,10,2023-10,16290
成都,2023,11,2023-11,16220
成都,2023,12,2023-12,16644
成都,2024,1,2024-01,16691
成都,2024,2,2024-02,16500
成都,2024,3,2024-03,16663
成都,2024,4,2024-04,16998
成都,2024,5,2024-05,16852
成都,2024,6,2024-06,17128
成都,2024,7,2024-07,17124
成都,2024,8,2024-08,17087
成都,2024,9,2024-09,17052
成都,2024,10,2024-10,16944
成都,2024,11,2024-11,16705
成都,2024,12,2024-12,16393
成都,2025,1,2025-01,16429
成都,2025,2,2025-02,16323
成都,2025,3,2025-03,16501
成都,2025,4,2025-04,16371
成都,2025,5,2025-05,16288
成都,2025,6,2025-06,16190
成都,2025,7,2025-07,16069
成都,2025,8,2025-08,15991
成都,2025,9,2025-09,16002
成都,2025,10,2025-10,15963
成都,2025,11,2025-11,15850
成都,2025,12,2025-12,15850
兰州,2017,1,2017-01,8159
兰州,2017,2,2017-02,8267
兰州,2017,3,2017-03,8417
兰州,2017,4,2017-04,8631
兰州,2017,5,2017-05,8661
兰州,2017,6,2017-06,9076
兰州,2017,7,2017-07,8996
兰州,2017,8,2017-08,9104
兰州,2017,9,2017-09,9329
兰州,2017,10,2017-10,9377
兰州,2017,11,2017-11,9237
兰州,2017,12,2017-12,9527
兰州,2018,1,2018-01,9828
兰州,2018,2,2018-02,9818
兰州,2018,3,2018-03,10060
兰州,2018,4,2018-04,10165
兰州,2018,5,2018-05,10134
兰州,2018,6,2018-06,9900
兰州,2018,7,2018-07,10007
兰州,2018,8,2018-08,10360
兰州,2018,9,2018-09,10241
兰州,2018,10,2018-10,9865
兰州,2018,11,2018-11,9784
兰州,2018,12,2018-12,9801
兰州,2019,1,2019-01,9680
兰州,2019,2,2019-02,10146
兰州,2019,3,2019-03,9836
兰州,2019,4,2019-04,9637
兰州,2019,5,2019-05,9583
兰州,2019,6,2019-06,9355
兰州,2019,7,2019-07,8882
兰州,2019,8,2019-08,8851
兰州,2019,9,2019-09,9019
兰州,2019,10,2019-10,9223
兰州,2019,11,2019-11,9163
兰州,2019,12,2019-12,9370
兰州,2020,1,2020-01,9518
兰州,2020,2,2020-02,9393
兰州,2020,3,2020-03,9301
兰州,2020,4,2020-04,9308
兰州,2020,5,2020-05,9536
兰州,2020,6,2020-06,9724
兰州,2020,7,2020-07,9915
兰州,2020,8,2020-08,9910
兰州,2020,9,2020-09,9905
兰州,2020,10,2020-10,9839
兰州,2020,11,2020-11,9784
兰州,2020,12,2020-12,9894
兰州,2021,1,2021-01,9882
兰州,2021,2,2021-02,9840
兰州,2021,3,2021-03,9694
兰州,2021,4,2021-04,9720
兰州,2021,5,2021-05,9743
兰州,2021,6,2021-06,9572
兰州,2021,7,2021-07,9509
兰州,2021,8,2021-08,9486
兰州,2021,9,2021-09,9412
兰州,2021,10,2021-10,9384
兰州,2021,11,2021-11,9326
兰州,2021,12,2021-12,9239
兰州,2022,1,2022-01,9251
兰州,2022,2,2022-02,9209
兰州,2022,3,2022-03,9146
兰州,2022,4,2022-04,9211
兰州,2022,5,2022-05,9224
兰州,2022,6,2022-06,9119
兰州,2022,7,2022-07,9136
兰州,2022,8,2022-08,9013
兰州,2022,9,2022-09,8926
兰州,2022,10,2022-10,8859
兰州,2022,11,2022-11,8819
兰州,2022,12,2022-12,8836
兰州,2023,1,2023-01,8788
兰州,2023,2,2023-02,8759
兰州,2023,3,2023-03,8751
兰州,2023,4,2023-04,8727
兰州,2023,5,2023-05,8716
兰州,2023,6,2023-06,8773
兰州,2023,7,2023-07,8825
兰州,2023,8,2023-08,8743
兰州,2023,9,2023-09,8782
兰州,2023,10,2023-10,8863
兰州,2023,11,2023-11,8862
兰州,2023,12,2023-12,8816
兰州,2024,1,2024-01,8829
兰州,2024,2,2024-02,8779
兰州,2024,3,2024-03,8720
兰州,2024,4,2024-04,8709
兰州,2024,5,2024-05,8646
兰州,2024,6,2024-06,8593
兰州,2024,7,2024-07,8594
兰州,2024,8,2024-08,8594
兰州,2024,9,2024-09,8594
兰州,2024,10,2024-10,8617
兰州,2024,11,2024-11,8596
兰州,2024,12,2024-12,8636
兰州,2025,1,2025-01,8680
兰州,2025,2,2025-02,8636
兰州,2025,3,2025-03,8664
兰州,2025,4,2025-04,8685
兰州,2025,5,2025-05,8732
兰州,2025,6,2025-06,8684
兰州,2025,7,2025-07,8701
兰州,2025,8,2025-08,8673
兰州,2025,9,2025-09,8673
兰州,2025,10,2025-10,8639
兰州,2025,11,2025-11,8670
兰州,2025,12,2025-12,8670
西宁,2017,1,2017-01,5780
西宁,2017,2,2017-02,5797
西宁,2017,3,2017-03,5797
西宁,2017,4,2017-04,5158
西宁,2017,5,2017-05,5236
西宁,2017,6,2017-06,5236
西宁,2017,7,2017-07,5244
西宁,2017,8,2017-08,5730
西宁,2017,9,2017-09,5703
西宁,2017,10,2017-10,5742
西宁,2017,11,2017-11,5852
西宁,2017,12,2017-12,5911
西宁,2018,1,2018-01,5911
西宁,2018,2,2018-02,6078
西宁,2018,3,2018-03,6078
西宁,2018,4,2018-04,6202
西宁,2018,5,2018-05,6222
西宁,2018,6,2018-06,6566
西宁,2018,7,2018-07,6520
西宁,2018,8,2018-08,6614
西宁,2018,9,2018-09,6781
西宁,2018,10,2018-10,7486
西宁,2018,11,2018-11,7357
西宁,2018,12,2018-12,7969
西宁,2019,1,2019-01,7969
西宁,2019,2,2019-02,8009
西宁,2019,3,2019-03,8405
西宁,2019,4,2019-04,8244
西宁,2019,5,2019-05,8422
西宁,2019,6,2019-06,9168
西宁,2019,7,2019-07,9005
西宁,2019,8,2019-08,8850
西宁,2019,9,2019-09,9162
西宁,2019,10,2019-10,9403
西宁,2019,11,2019-11,9632
西宁,2019,12,2019-12,9602
西宁,2020,1,2020-01,9616
西宁,2020,2,2020-02,9357
西宁,2020,3,2020-03,9296
西宁,2020,4,2020-04,9299
西宁,2020,5,2020-05,9551
西宁,2020,6,2020-06,9621
西宁,2020,7,2020-07,9713
西宁,2020,8,2020-08,9665
西宁,2020,9,2020-09,9651
西宁,2020,10,2020-10,9604
西宁,2020,11,2020-11,9524
西宁,2020,12,2020-12,9404
西宁,2021,1,2021-01,9342
西宁,2021,2,2021-02,9497
西宁,2021,3,2021-03,9715
西宁,2021,4,2021-04,9940
西宁,2021,5,2021-05,9938
西宁,2021,6,2021-06,9692
西宁,2021,7,2021-07,9864
西宁,2021,8,2021-08,9777
西宁,2021,9,2021-09,9667
西宁,2021,10,2021-10,9598
西宁,2021,11,2021-11,9847
西宁,2021,12,2021-12,9813
西宁,2022,1,2022-01,9794
西宁,2022,2,2022-02,9766
西宁,2022,3,2022-03,10354
西宁,2022,4,2022-04,10297
西宁,2022,5,2022-05,10357
西宁,2022,6,2022-06,10404
西宁,2022,7,2022-07,10209
西宁,2022,8,2022-08,10073
西宁,2022,9,2022-09,10044
西宁,2022,10,2022-10,9992
西宁,2022,11,2022-11,9992
西宁,2022,12,2022-12,10037
西宁,2023,1,2023-01,10026
西宁,2023,2,2023-02,10016
西宁,2023,3,2023-03,10036
西宁,2023,4,2023-04,10036
西宁,2023,5,2023-05,10054
西宁,2023,6,2023-06,9902
西宁,2023,7,2023-07,9976
西宁,2023,8,2023-08,9887
西宁,2023,9,2023-09,9870
西宁,2023,10,2023-10,9961
西宁,2023,11,2023-11,9967
西宁,2023,12,2023-12,10201
西宁,2024,1,2024-01,10087
西宁,2024,2,2024-02,10053
西宁,2024,3,2024-03,9966
西宁,2024,4,2024-04,9867
西宁,2024,5,2024-05,9790
西宁,2024,6,2024-06,9670
西宁,2024,7,2024-07,9661
西宁,2024,8,2024-08,9738
西宁,2024,9,2024-09,9738
西宁,2024,10,2024-10,9751
西宁,2024,11,2024-11,9751
西宁,2024,12,2024-12,9751
西宁,2025,1,2025-01,9767
西宁,2025,2,2025-02,9767
西宁,2025,3,2025-03,9767
西宁,2025,4,2025-04,9751
西宁,2025,5,2025-05,9751
西宁,2025,6,2025-06,9751
西宁,2025,7,2025-07,9751
西宁,2025,8,2025-08,9751
西宁,2025,9,2025-09,9751
西宁,2025,10,2025-10,9751
西宁,2025,11,2025-11,9751
西宁,2025,12,2025-12,9751
石家庄,2017,1,2017-01,9052
石家庄,2017,2,2017-02,9203
石家庄,2017,3,2017-03,9497
石家庄,2017,4,2017-04,9859
石家庄,2017,5,2017-05,10008
石家庄,2017,6,2017-06,15102
石家庄,2017,7,2017-07,15133
石家庄,2017,8,2017-08,15711
石家庄,2017,9,2017-09,15680
