Direction,District,Elevator,Floor,Garden,Id,Layout,Total_Price,Region,Renovation,Size,Year,Price
南,,有电梯,8,,BJ_0625,2室1厅,240.00282,石景山,精装,56.45,,4.2516
南,,无电梯,1,,BJ_0626,2室2厅,360.004996,石景山,精装,72.28,,4.9807
南,,有电梯,19,,BJ_0627,2室1厅,230.00502400000002,石景山,精装,58.46,,3.9344
南,,有电梯,10,,BJ_0628,1室1厅,288.000258,石景山,精装,62.14,,4.6347
南,,无电梯,6,,BJ_0629,2室1厅,235.00589200000002,石景山,精装,59.56,,3.9457
南,,有电梯,6,,BJ_0630,2室1厅,200.00070000000002,石景山,精装,61.0,,3.2787
南,,有电梯,12,,BJ_0631,3室2厅,646.008558,石景山,精装,115.19,,5.6082
南,,有电梯,22,,BJ_0632,3室0厅,170.004909,石景山,精装,62.67,,2.7127
南,,无电梯,6,,BJ_0633,1室1厅,125.0,石景山,精装,40.0,,3.125
南,,有电梯,12,,BJ_0634,2室1厅,220.00576,石景山,精装,83.2,,2.6443
南,,无电梯,5,,BJ_0635,1室1厅,300.0041,石景山,精装,61.0,,4.9181
南,,有电梯,12,,BJ_0636,2室2厅,658.000356,石景山,精装,88.14,,7.4654
南,,有电梯,10,,BJ_0637,1室1厅,270.0008,石景山,精装,68.0,,3.9706
南,,有电梯,8,,BJ_0638,2室2厅,630.006799,石景山,精装,88.93,,7.0843
南,,有电梯,12,,BJ_0639,2室1厅,350.005588,石景山,精装,90.38,,3.8726
南,,有电梯,16,,BJ_0640,1室1厅,215.00404799999998,石景山,精装,69.24,,3.1052
南,,有电梯,15,,BJ_0641,1室0厅,115.00283899999998,石景山,精装,41.23,,2.7893
南,,有电梯,17,,BJ_0642,2室1厅,132.0,石景山,精装,55.0,,2.4
南,,有电梯,12,,BJ_0643,3室2厅,670.0,石景山,精装,134.0,,5.0
南,,有电梯,8,,BJ_0644,1室0厅,305.005784,石景山,精装,59.66,,5.1124
南,,有电梯,25,,BJ_0645,2室1厅,176.001795,石景山,精装,58.05,,3.0319
南,,有电梯,11,,BJ_0646,1室1厅,230.00603999999998,石景山,精装,64.14,,3.586
南,,有电梯,8,,BJ_0647,2室0厅,152.003712,石景山,精装,54.04,,2.8128
南,,有电梯,7,,BJ_0648,3室2厅,950.0153520000001,石景山,精装,163.02,,5.8276
南,,有电梯,14,,BJ_0649,3室2厅,900.0044,石景山,精装,181.0,,4.9724
南,,有电梯,6,,BJ_0650,1室1厅,200.001312,石景山,精装,40.88,,4.8924
南,,无电梯,3,,BJ_0651,2室1厅,177.0,石景山,精装,59.0,,3.0
南,,有电梯,6,,BJ_0652,2室1厅,210.004368,石景山,精装,59.64,,3.5212
南,,有电梯,13,,BJ_0653,3室2厅,868.0027080000001,石景山,精装,145.02,,5.9854
南,,有电梯,12,,BJ_0654,2室1厅,177.003072,石景山,精装,58.44,,3.0288
南,,有电梯,13,,BJ_0655,3室1厅,200.0016,石景山,精装,57.0,,3.5088
南,,有电梯,8,,BJ_0656,2室2厅,465.00079999999997,石景山,精装,88.0,,5.2841
南,,无电梯,2,,BJ_0657,3室2厅,1000.0116,石景山,精装,147.0,,6.8028
南,,有电梯,11,,BJ_0658,3室0厅,180.00264,石景山,精装,57.18,,3.148
南,,有电梯,9,,BJ_0659,3室1厅,490.0016,石景山,精装,121.0,,4.0496
南,,有电梯,12,,BJ_0660,2室1厅,510.00135900000004,石景山,精装,100.59,,5.0701
南,,有电梯,6,,BJ_0661,3室1厅,210.00422999999998,石景山,精装,62.9,,3.3387
南,,有电梯,7,,BJ_0662,3室1厅,270.006635,石景山,精装,85.73,,3.1495
南,,有电梯,11,,BJ_0663,2室1厅,300.003,石景山,精装,66.0,,4.5455
南,,有电梯,7,,BJ_0664,1室1厅,185.000244,石景山,精装,55.77,,3.3172
南,,有电梯,10,,BJ_0665,2室1厅,260.005647,石景山,精装,76.47,,3.4001
南,,有电梯,25,,BJ_0666,2室2厅,460.00239999999997,石景山,精装,88.0,,5.2273
南,,有电梯,22,,BJ_0667,3室1厅,375.0081,石景山,精装,83.4,,4.4965
南,,有电梯,21,,BJ_0668,2室1厅,499.0059,西城,精装,63.73,,7.83
