"province_name"	"city_name"	"city_avg_price"	"city_avg_total_price"	"price_rent_ratio"	"listing_count"	"district_name"	"district_avg_price"	"district_ratio"
"广西"	"百色"	"3982"	"49"	"21"	"338"	"右江区"	"4967"	"4.5"
"广西"	"百色"	"3982"	"49"	"21"	"338"	"平果市"	"3429"	"-3.14"
"广西"	"北海"	"5035"	"59"	"30"	"1488"	"银海区"	"5433"	"-2.34"
"广西"	"北海"	"5035"	"59"	"30"	"1488"	"海城区"	"4780"	"-4.31"
"广西"	"崇左"	"3509"	"47"	"18"	"39"	"江州区"	"3558"	"-5.53"
"广西"	"防城港"	"4199"	"49"	"27"	"147"	"港口区"	"4275"	"1.46"
"广西"	"贵港"	"5143"	"72"	"29"	"212"	"港北区"	"5595"	"-3.11"
"广西"	"贵港"	"5143"	"72"	"29"	"212"	"平南县"	"4762"	"1.11"
"广西"	"桂林"	"5858"	"67"	"29"	"2496"	"秀峰区"	"9330"	"1.21"
"广西"	"桂林"	"5858"	"67"	"29"	"2496"	"七星区"	"8117"	"0.7"
"广西"	"桂林"	"5858"	"67"	"29"	"2496"	"叠彩区"	"6558"	"-3.42"
"广西"	"桂林"	"5858"	"67"	"29"	"2496"	"象山区"	"6068"	"-1.34"
"广西"	"桂林"	"5858"	"67"	"29"	"2496"	"临桂区"	"4323"	"1.26"
"广西"	"桂林"	"5858"	"67"	"29"	"2496"	"灵川县"	"3994"	"-3.83"
"广西"	"河池"	"3797"	"55"	"22"	"411"	"都安县"	"4103"	"0.95"
"广西"	"河池"	"3797"	"55"	"22"	"411"	"金城江区"	"4091"	"2.35"
"广西"	"河池"	"3797"	"55"	"22"	"411"	"罗城县"	"3732"	"-1.82"
"广西"	"河池"	"3797"	"55"	"22"	"411"	"环江县"	"3695"	"3.14"
"广西"	"河池"	"3797"	"55"	"22"	"411"	"大化县"	"3534"	"-7.54"
"广西"	"河池"	"3797"	"55"	"22"	"411"	"南丹县"	"3482"	"-4.12"
"广西"	"来宾"	"4250"	"53"	"25"	"58"	"兴宾区"	"4250"	"1.93"
"广西"	"柳州"	"6631"	"74"	"29"	"600"	"城中区"	"9055"	"-0.46"
"广西"	"柳州"	"6631"	"74"	"29"	"600"	"柳北区"	"6618"	"0.41"
"广西"	"柳州"	"6631"	"74"	"29"	"600"	"鱼峰区"	"6582"	"1.85"
"广西"	"柳州"	"6631"	"74"	"29"	"600"	"柳南区"	"5893"	"1.09"
"广西"	"南宁"	"9998"	"125"	"36"	"3110"	"青秀区"	"13503"	"-6.66"
"广西"	"南宁"	"9998"	"125"	"36"	"3110"	"良庆区"	"10288"	"1.48"
"广西"	"南宁"	"9998"	"125"	"36"	"3110"	"邕宁区"	"8292"	"4.28"
"广西"	"南宁"	"9998"	"125"	"36"	"3110"	"兴宁区"	"8141"	"0.43"
"广西"	"南宁"	"9998"	"125"	"36"	"3110"	"西乡塘区"	"8041"	"-1.69"
"广西"	"南宁"	"9998"	"125"	"36"	"3110"	"江南区"	"7861"	"-1.43"
"广西"	"南宁"	"9998"	"125"	"36"	"3110"	"武鸣区"	"4982"	"-8.68"
"广西"	"钦州"	"4959"	"57"	"32"	"272"	"钦南区"	"5049"	"2.75"
"广西"	"钦州"	"4959"	"57"	"32"	"272"	"钦北区"	"4512"	"1.23"
"广西"	"梧州"	"4910"	"56"	"24"	"80"	"长洲区"	"4886"	"3.49"
"广西"	"玉林"	"4485"	"53"	"24"	"227"	"玉州区"	"4624"	"-2.06"
"贵州"	"安顺"	"4325"	"53"	"24"	"180"	"西秀区"	"4342"	"0.47"
"贵州"	"毕节"	"4932"	"60"	"31"	"209"	"七星关区"	"5177"	"0.31"
"贵州"	"毕节"	"4932"	"60"	"31"	"209"	"黔西市"	"3985"	"-6.69"
"贵州"	"贵阳"	"7430"	"93"	"26"	"2878"	"观山湖区"	"11638"	"-3.38"
"贵州"	"贵阳"	"7430"	"93"	"26"	"2878"	"云岩区"	"7374"	"-3.57"
"贵州"	"贵阳"	"7430"	"93"	"26"	"2878"	"南明区"	"7186"	"-1.43"
"贵州"	"贵阳"	"7430"	"93"	"26"	"2878"	"白云区"	"6982"	"-0.57"
"贵州"	"贵阳"	"7430"	"93"	"26"	"2878"	"乌当区"	"6766"	"-3.08"
"贵州"	"贵阳"	"7430"	"93"	"26"	"2878"	"花溪区"	"6360"	"-0.6"
"贵州"	"贵阳"	"7430"	"93"	"26"	"2878"	"清镇市"	"5030"	"2.29"
"贵州"	"贵阳"	"7430"	"93"	"26"	"2878"	"开阳县"	"4787"	"0.99"
"贵州"	"六盘水"	"4854"	"59"	"22"	"160"	"钟山区"	"4874"	"1.66"
"贵州"	"黔东南"	"4186"	"52"	"22"	"164"	"凯里市"	"4194"	"-1.6"
"贵州"	"黔南"	"4026"	"48"	"27"	"246"	"都匀市"	"4326"	"4.4"
"贵州"	"黔南"	"4026"	"48"	"27"	"246"	"福泉市"	"3913"	"-9.2"
"贵州"	"黔西南"	"4276"	"58"	"26"	"198"	"兴义市"	"4276"	"-4.18"
"贵州"	"铜仁"	"4570"	"54"	"26"	"231"	"碧江区"	"4773"	"3.18"
"贵州"	"铜仁"	"4570"	"54"	"26"	"231"	"松桃县"	"3503"	"-8.78"
"贵州"	"遵义"	"5053"	"58"	"27"	"731"	"汇川区"	"5346"	"2.66"
"贵州"	"遵义"	"5053"	"58"	"27"	"731"	"习水县"	"4738"	"0.1"
"贵州"	"遵义"	"5053"	"58"	"27"	"731"	"红花岗区"	"4692"	"-3.03"
"贵州"	"遵义"	"5053"	"58"	"27"	"731"	"播州区"	"4458"	"-6.4"
"海南"	"澄迈"	"8468"	"84"	"37"	"60"	"澄迈县"	"8468"	"-2.3"
"海南"	"东方"	"8513"	"71"	"29"	"30"	"东方市"	"8513"	"-0.78"
"海南"	"海口"	"13732"	"150"	"38"	"674"	"秀英区"	"14390"	"-2.89"
"海南"	"海口"	"13732"	"150"	"38"	"674"	"美兰区"	"14138"	"-3.5"
"海南"	"海口"	"13732"	"150"	"38"	"674"	"琼山区"	"13361"	"0.63"
"海南"	"海口"	"13732"	"150"	"38"	"674"	"龙华区"	"13079"	"1.64"
"海南"	"陵水"	"27699"	"415"	"51"	"132"	"陵水县"	"27699"	"10.79"
"海南"	"琼海"	"8437"	"71"	"37"	"31"	"琼海市"	"8437"	"3.19"
"海南"	"三亚"	"28685"	"325"	"55"	"237"	"天涯区"	"30269"	"-7.43"
"海南"	"三亚"	"28685"	"325"	"55"	"237"	"吉阳区"	"27140"	"-10.49"
"海南"	"文昌"	"8567"	"70"	"34"	"35"	"文昌市"	"8567"	"-3.74"
"河北"	"保定"	"6973"	"78"	"38"	"1662"	"莲池区"	"7952"	"-0.66"
"河北"	"保定"	"6973"	"78"	"38"	"1662"	"竞秀区"	"7885"	"-0.29"
"河北"	"保定"	"6973"	"78"	"38"	"1662"	"高碑店市"	"6977"	"2.74"
"河北"	"保定"	"6973"	"78"	"38"	"1662"	"曲阳县"	"6602"	"2.35"
"河北"	"保定"	"6973"	"78"	"38"	"1662"	"涿州市"	"6190"	"-0.85"
"河北"	"保定"	"6973"	"78"	"38"	"1662"	"高阳县"	"5578"	"-3.54"
"河北"	"保定"	"6973"	"78"	"38"	"1662"	"博野县"	"4460"	"-0.35"
"河北"	"沧州"	"8239"	"90"	"44"	"420"	"运河区"	"9113"	"1.38"
"河北"	"沧州"	"8239"	"90"	"44"	"420"	"肃宁县"	"7494"	"2.79"
"河北"	"沧州"	"8239"	"90"	"44"	"420"	"新华区"	"7290"	"-2.15"
"河北"	"承德"	"7497"	"83"	"36"	"302"	"双桥区"	"8316"	"4.84"
"河北"	"承德"	"7497"	"83"	"36"	"302"	"双滦区"	"6679"	"1.12"
"河北"	"承德"	"7497"	"83"	"36"	"302"	"平泉市"	"5797"	"2.78"
"河北"	"邯郸"	"9122"	"99"	"39"	"541"	"丛台区"	"11043"	"-4.26"
"河北"	"邯郸"	"9122"	"99"	"39"	"541"	"邯山区"	"8308"	"-3.82"
"河北"	"邯郸"	"9122"	"99"	"39"	"541"	"复兴区"	"7350"	"0.15"
"河北"	"邯郸"	"9122"	"99"	"39"	"541"	"魏县"	"5457"	"-0.4"
"河北"	"衡水"	"6701"	"72"	"40"	"454"	"桃城区"	"6799"	"0.71"
"河北"	"廊坊"	"8833"	"102"	"41"	"746"	"三河市"	"11288"	"-8.18"
"河北"	"廊坊"	"8833"	"102"	"41"	"746"	"大厂县"	"10158"	"-7.81"
"河北"	"廊坊"	"8833"	"102"	"41"	"746"	"广阳区"	"8865"	"0.65"
"河北"	"廊坊"	"8833"	"102"	"41"	"746"	"安次区"	"8320"	"-2.17"
"河北"	"廊坊"	"8833"	"102"	"41"	"746"	"固安县"	"7477"	"-4.08"
"河北"	"廊坊"	"8833"	"102"	"41"	"746"	"香河县"	"6833"	"-8.24"
"河北"	"秦皇岛"	"8450"	"90"	"39"	"460"	"海港区"	"8753"	"-4.38"
"河北"	"石家庄"	"10293"	"109"	"38"	"1569"	"裕华区"	"12710"	"-4.94"
"河北"	"石家庄"	"10293"	"109"	"38"	"1569"	"新华区"	"12058"	"-3.12"
